Loja,Item,Tamanho,Quantidade,Valor
Loja 10,Regata,G,9,76.83
Loja 6,Baby Look,GG,6,21.89
Loja 10,Calça Masc,M,9,54.63
Loja 5,Vestido,P,4,10.59
Loja 5,Baby Look,EGG,2,36.85
Loja 9,Calça Skini,EGG,1,88.03
Loja 7,Calça Skini,PP,9,99.29
Loja 10,Moletom,G,7,75.91
Loja 9,Top,M,6,11.17
Loja 2,Bermuda,EGG,10,92.63
Loja 7,Shorts,PP,7,23.05
Loja 5,Calça Fem,P,3,10.25
Loja 4,Calça Camuflada,PP,9,56.91
Loja 2,Calça Masc,PP,10,29.33
Loja 4,Camiseta,EGG,4,19.5
Loja 8,Blazer,G,8,69.33
Loja 2,Moletom,P,5,91.58
Loja 9,Macacão,PP,2,35.94
Loja 7,Macacão,GG,8,20.36
Loja 4,Moletom,GG,1,22.78
Loja 5,Calça Camuflada,GG,8,32.75
Loja 7,Regata,GG,1,72.29
Loja 2,Regata,PP,10,61.54
Loja 2,Vestido,P,6,47.44
Loja 8,Blusa,P,2,62.39
Loja 9,Legging,M,8,57.48
Loja 3,Regata,P,8,56.39
Loja 10,Regata,PP,7,31.65
Loja 9,Calça Camuflada,GG,2,32.08
Loja 9,Jaqueta,PP,10,46.05
Loja 7,Calça Skini,M,10,87.44
Loja 3,Bermuda,GG,10,38.19
Loja 4,Jaqueta,EGG,2,97.1
Loja 10,Camiseta,P,9,22.75
Loja 9,Calça Camuflada,GG,4,36.67
Loja 6,Shorts,P,10,11.5
Loja 8,Blazer,EGG,6,78.76
Loja 8,Regata,GG,1,17.33
Loja 3,Calça Camuflada,M,6,30.07
Loja 3,Calça Skini,P,9,38.92
Loja 4,Legging,P,3,51.31
Loja 2,Moletom,EGG,7,33.76
Loja 8,Baby Look,G,9,82.87
Loja 3,Baby Look,PP,7,79.74
Loja 10,Calça Camuflada,M,9,72.98
Loja 4,Blusa,EGG,7,82.36
Loja 8,Baby Look,GG,7,78.4
Loja 9,Jaqueta,M,1,93.45
Loja 8,Blazer,EGG,4,93.87
Loja 7,Jaqueta,G,4,82.49
Loja 9,Macacão,M,3,18.94
Loja 7,Legging,PP,7,39.71
Loja 7,Jaqueta,GG,9,23.23
Loja 3,Macacão,EGG,5,67.89
Loja 1,Baby Look,G,4,40.41
Loja 10,Pijama,EGG,6,45.1
Loja 9,Vestido,EGG,4,48.72
Loja 4,Shorts Academia,PP,6,33.75
Loja 1,Calça Skini,P,2,11.56
Loja 2,Blazer,G,8,86.5
Loja 1,Camiseta Mang Long,PP,2,26.76
Loja 1,Top,P,10,30.95
Loja 4,Regata,M,2,54.05
Loja 5,Shorts Academia,PP,2,45.21
Loja 5,Shorts Academia,PP,2,17.87
Loja 3,Top,PP,6,31.92
Loja 2,Calça Fem,G,3,85.61
Loja 1,Macacão,GG,2,67.48
Loja 3,Vestido,P,10,86.14
Loja 10,Shorts Academia,EGG,8,23.67
Loja 9,Jaqueta,G,2,96.11
Loja 4,Jaqueta,EGG,5,96.74
Loja 7,Camiseta Mang Long,G,6,77.2
Loja 7,Blusa,GG,9,81.96
Loja 2,Blusa,EGG,4,91.05
Loja 3,Jaqueta,G,8,69.28
Loja 3,Camiseta,P,6,86.1
Loja 6,Calça Masc,G,4,55.47
Loja 7,Pijama,GG,1,81.23
Loja 3,Bermuda,G,5,29.24
Loja 8,Bermuda,M,2,20.52
Loja 9,Macacão,G,7,44.66
Loja 7,Calça Masc,GG,7,52.23
Loja 9,Bermuda,G,10,73.43
Loja 5,Jaqueta,GG,1,87.07
Loja 6,Top,P,9,73.68
Loja 6,Legging,EGG,3,87.37
Loja 2,Vestido,PP,1,30.03
Loja 9,Shorts Academia,G,8,90.42
Loja 1,Calça Camuflada,M,10,66.52
Loja 1,Shorts,M,4,23.71
Loja 2,Calça Masc,PP,1,43.38
Loja 4,Calça Fem,PP,10,38.83
Loja 6,Legging,PP,1,27.12
Loja 5,Camiseta Mang Long,GG,2,32.01
Loja 10,Camiseta,GG,2,16.62
Loja 9,Bermuda,P,5,61.61
Loja 9,Camiseta Mang Long,GG,3,22.58
Loja 7,Calça Camuflada,GG,8,50.71
Loja 10,Calça Camuflada,P,9,29.85
Loja 6,Blazer,EGG,1,37.44
Loja 7,Baby Look,P,6,23.94
Loja 6,Calça Masc,EGG,5,33.33
Loja 6,Calça Camuflada,GG,5,75.24
Loja 9,Blusa,PP,8,36.94
Loja 9,Jaqueta,P,3,91.39
Loja 2,Vestido,G,8,54.95
Loja 2,Vestido,P,10,83.05
Loja 9,Blusa,P,2,50.62
Loja 8,Vestido,M,10,83.38
Loja 3,Legging,P,8,14.57
Loja 3,Jaqueta,EGG,4,17.23
Loja 5,Bermuda,EGG,3,13.84
Loja 9,Bermuda,PP,9,84.88
Loja 8,Top,GG,1,19.94
Loja 5,Jaqueta,G,5,56.31
Loja 10,Top,G,4,34.37
Loja 8,Moletom,M,8,78.86
Loja 4,Shorts,G,10,70.46
Loja 8,Moletom,EGG,1,83.63
Loja 4,Vestido,M,3,37.81
Loja 6,Legging,M,4,10.9
Loja 2,Shorts Academia,EGG,7,83.04
Loja 2,Moletom,GG,3,25.69
Loja 7,Shorts,M,4,14.34
Loja 6,Calça Masc,EGG,6,18.45
Loja 10,Camiseta,M,5,86.14
Loja 4,Camiseta Mang Long,M,5,32.26
Loja 2,Baby Look,P,10,30.01
Loja 1,Shorts Academia,M,2,26.8
Loja 9,Shorts Academia,P,3,72.47
Loja 8,Shorts Academia,PP,5,40.23
Loja 6,Calça Fem,G,3,35.1
Loja 3,Shorts Academia,GG,7,72.99
Loja 1,Blusa,PP,9,46.82
Loja 2,Regata,M,8,23.08
Loja 9,Legging,EGG,7,85.66
Loja 2,Vestido,EGG,9,62.77
Loja 5,Camiseta Mang Long,M,2,94.15
Loja 7,Regata,EGG,1,93.09
Loja 6,Calça Camuflada,PP,2,20.97
Loja 7,Regata,EGG,7,44.06
Loja 5,Vestido,PP,1,24.56
Loja 4,Macacão,P,10,22.24
Loja 5,Moletom,EGG,4,74.63
Loja 1,Calça Skini,GG,1,73.31
Loja 6,Shorts,M,3,54.83
Loja 7,Legging,P,10,23.56
Loja 3,Regata,G,10,14.93
Loja 5,Pijama,P,3,74.16
Loja 1,Camiseta Mang Long,P,1,71.28
Loja 9,Regata,G,10,82.45
Loja 5,Jaqueta,G,1,97.58
Loja 5,Shorts,GG,4,89.66
Loja 3,Shorts Academia,PP,3,36.68
Loja 10,Blusa,GG,8,45.72
Loja 8,Calça Camuflada,G,2,90.04
Loja 8,Calça Camuflada,EGG,4,55.52
Loja 8,Shorts Academia,P,2,51.67
Loja 3,Calça Fem,GG,10,47.21
Loja 8,Calça Masc,M,8,18.97
Loja 4,Blazer,G,5,71.79
Loja 3,Shorts Academia,G,3,23.48
Loja 9,Bermuda,PP,10,62.56
Loja 8,Baby Look,EGG,2,15.87
Loja 4,Bermuda,M,4,47.19
Loja 10,Regata,M,5,80.39
Loja 6,Blazer,G,7,73.37
Loja 7,Moletom,G,4,84.73
Loja 1,Vestido,PP,3,96.63
Loja 1,Jaqueta,EGG,5,89.0
Loja 10,Baby Look,EGG,2,21.25
Loja 7,Top,PP,4,41.21
Loja 3,Camiseta Mang Long,GG,6,94.62
Loja 9,Legging,P,9,89.65
Loja 8,Regata,PP,5,52.75
Loja 3,Shorts Academia,P,10,22.93
Loja 4,Jaqueta,PP,5,70.4
Loja 7,Calça Camuflada,M,6,66.31
Loja 4,Macacão,P,4,11.75
Loja 1,Calça Masc,EGG,3,98.24
Loja 4,Calça Camuflada,G,1,14.32
Loja 4,Camiseta Mang Long,G,7,84.08
Loja 9,Calça Skini,P,3,63.82
Loja 10,Regata,EGG,2,49.58
Loja 10,Vestido,P,10,97.88
Loja 4,Calça Fem,EGG,2,31.94
Loja 7,Blusa,P,6,31.51
Loja 6,Shorts,GG,1,36.64
Loja 8,Shorts,PP,8,81.65
Loja 9,Jaqueta,G,6,14.48
Loja 1,Calça Camuflada,M,3,22.8
Loja 7,Calça Masc,EGG,1,48.84
Loja 2,Jaqueta,G,3,45.29
Loja 6,Pijama,G,7,69.09
Loja 2,Vestido,M,10,67.76
Loja 7,Jaqueta,M,2,17.51
Loja 9,Bermuda,GG,8,64.55
Loja 7,Baby Look,P,6,77.91
Loja 2,Calça Fem,M,7,15.04
Loja 7,Calça Camuflada,M,6,51.18
Loja 3,Vestido,GG,4,76.98
Loja 9,Blazer,P,2,70.36
Loja 4,Calça Fem,PP,8,59.37
Loja 1,Moletom,PP,9,67.72
Loja 7,Pijama,EGG,2,62.24
Loja 4,Top,M,9,88.94
Loja 6,Jaqueta,EGG,3,16.53
Loja 9,Macacão,P,9,38.24
Loja 1,Blusa,GG,10,37.34
Loja 3,Camiseta Mang Long,GG,8,85.61
Loja 2,Baby Look,PP,4,11.93
Loja 1,Calça Fem,GG,6,28.85
Loja 4,Camiseta,G,8,75.27
Loja 7,Blazer,PP,1,52.31
Loja 2,Camiseta Mang Long,GG,7,26.78
Loja 1,Camiseta,M,10,50.19
Loja 1,Vestido,PP,8,90.49
Loja 4,Legging,M,5,26.75
Loja 8,Pijama,G,7,79.82
Loja 6,Camiseta,PP,9,45.0
Loja 10,Calça Fem,GG,4,69.23
Loja 9,Shorts Academia,EGG,4,57.04
Loja 4,Shorts Academia,EGG,2,77.2
Loja 2,Baby Look,EGG,5,23.85
Loja 2,Moletom,M,1,52.6
Loja 5,Moletom,PP,10,59.36
Loja 2,Vestido,EGG,1,81.22
Loja 10,Calça Camuflada,P,10,90.66
Loja 7,Calça Camuflada,G,9,44.77
Loja 9,Regata,P,1,11.8
Loja 9,Jaqueta,G,1,23.36
Loja 3,Camiseta Mang Long,EGG,1,32.23
Loja 4,Camiseta,GG,6,72.95
Loja 4,Moletom,M,10,98.04
Loja 8,Baby Look,EGG,5,75.28
Loja 8,Shorts,P,1,63.96
Loja 7,Shorts,M,1,18.84
Loja 10,Regata,PP,2,16.58
Loja 7,Blazer,PP,2,59.27
Loja 3,Moletom,M,7,32.28
Loja 4,Pijama,G,5,46.66
Loja 1,Vestido,P,1,35.58
Loja 9,Vestido,P,6,28.01
Loja 6,Shorts Academia,M,6,41.82
Loja 6,Vestido,G,6,62.84
Loja 5,Pijama,M,3,50.57
Loja 2,Regata,P,9,87.25
Loja 9,Moletom,PP,8,13.57
Loja 8,Legging,M,6,57.37
Loja 5,Calça Skini,PP,7,67.74
Loja 8,Regata,M,6,83.18
Loja 6,Vestido,GG,2,67.2
Loja 6,Shorts,M,5,78.62
Loja 8,Jaqueta,P,9,33.06
Loja 5,Calça Camuflada,PP,8,27.22
Loja 1,Macacão,M,1,18.0
Loja 3,Bermuda,P,4,70.66
Loja 5,Blusa,PP,5,42.1
Loja 10,Top,GG,8,51.14
Loja 6,Camiseta Mang Long,G,5,43.59
Loja 1,Calça Camuflada,G,4,98.03
Loja 1,Macacão,G,10,49.57
Loja 2,Calça Camuflada,GG,9,64.84
Loja 9,Calça Camuflada,P,6,99.23
Loja 6,Jaqueta,M,3,51.81
Loja 6,Calça Masc,EGG,6,98.4
Loja 3,Top,P,8,81.59
Loja 6,Jaqueta,EGG,2,50.13
Loja 3,Vestido,EGG,9,52.53
Loja 6,Macacão,PP,4,28.65
Loja 6,Calça Skini,PP,1,49.2
Loja 2,Jaqueta,PP,10,53.51
Loja 2,Top,EGG,7,28.78
Loja 6,Calça Skini,EGG,10,66.63
Loja 8,Macacão,EGG,3,27.57
Loja 10,Top,M,6,97.57
Loja 10,Pijama,PP,7,39.32
Loja 5,Camiseta Mang Long,GG,2,17.44
Loja 2,Pijama,G,9,91.8
Loja 3,Pijama,EGG,5,17.61
Loja 2,Shorts Academia,P,8,44.9
Loja 4,Legging,P,3,93.71
Loja 7,Legging,PP,2,82.14
Loja 1,Blazer,G,1,64.98
Loja 6,Pijama,EGG,2,64.0
Loja 9,Vestido,PP,4,23.95
Loja 3,Jaqueta,EGG,2,82.32
Loja 2,Regata,GG,8,75.34
Loja 6,Calça Camuflada,G,4,68.25
Loja 4,Regata,PP,6,29.61
Loja 1,Vestido,P,5,87.11
Loja 1,Shorts Academia,P,10,69.96
Loja 5,Camiseta,PP,4,53.82
Loja 4,Calça Skini,M,1,65.45
Loja 4,Bermuda,GG,4,82.24
Loja 1,Bermuda,PP,8,43.29
Loja 6,Calça Skini,EGG,3,65.12
Loja 8,Blazer,P,3,94.05
Loja 6,Camiseta Mang Long,P,2,19.46
Loja 10,Legging,P,3,21.14
Loja 1,Moletom,P,8,53.63
Loja 5,Shorts Academia,EGG,4,80.11
Loja 9,Camiseta Mang Long,M,8,37.83
Loja 8,Calça Fem,G,10,24.08
Loja 7,Shorts Academia,PP,10,67.36
Loja 6,Pijama,M,3,93.74
Loja 9,Camiseta,P,7,50.43
Loja 4,Shorts Academia,GG,7,41.83
Loja 8,Macacão,GG,6,82.42
Loja 4,Top,PP,8,72.42
Loja 7,Blazer,P,10,66.27
Loja 3,Blazer,P,4,68.13
Loja 9,Bermuda,M,1,89.49
Loja 9,Top,EGG,8,81.2
Loja 2,Jaqueta,M,8,72.31
Loja 5,Calça Fem,G,2,90.16
Loja 8,Pijama,EGG,4,26.85
Loja 7,Top,M,2,28.23
Loja 5,Legging,PP,2,21.29
Loja 9,Camiseta,M,2,55.99
Loja 10,Calça Skini,G,10,28.19
Loja 8,Jaqueta,GG,6,35.01
Loja 9,Jaqueta,P,5,63.33
Loja 5,Legging,PP,7,97.32
Loja 7,Calça Skini,M,8,98.55
Loja 2,Camiseta,M,4,87.68
Loja 6,Pijama,GG,3,88.35
Loja 7,Calça Camuflada,EGG,9,87.01
Loja 4,Calça Skini,GG,6,83.74
Loja 1,Jaqueta,M,5,89.41
Loja 3,Calça Masc,M,8,89.99
Loja 10,Camiseta Mang Long,PP,8,11.87
Loja 2,Moletom,M,1,64.27
Loja 7,Pijama,G,7,47.31
Loja 3,Calça Skini,EGG,9,36.62
Loja 6,Moletom,G,4,57.65
Loja 2,Regata,PP,3,42.03
Loja 10,Calça Fem,P,7,48.85
Loja 4,Vestido,M,8,14.88
Loja 1,Calça Masc,M,8,35.45
Loja 7,Calça Masc,P,10,14.24
Loja 10,Camiseta Mang Long,M,4,99.66
Loja 4,Calça Masc,M,4,83.43
Loja 8,Calça Skini,GG,8,53.94
Loja 2,Calça Fem,GG,7,74.93
Loja 4,Legging,M,5,27.52
Loja 8,Vestido,EGG,10,84.12
Loja 9,Shorts,M,9,65.77
Loja 3,Moletom,P,2,85.7
Loja 6,Bermuda,PP,3,12.39
Loja 4,Camiseta Mang Long,M,6,14.39
Loja 9,Bermuda,GG,7,19.17
Loja 1,Calça Skini,G,1,73.11
Loja 1,Vestido,M,3,11.0
Loja 9,Moletom,G,10,83.45
Loja 6,Legging,G,8,45.17
Loja 1,Calça Skini,M,6,43.33
Loja 5,Baby Look,G,2,57.7
Loja 7,Jaqueta,PP,5,20.94
Loja 3,Calça Fem,EGG,9,13.0
Loja 5,Camiseta Mang Long,G,6,51.36
Loja 2,Camiseta Mang Long,P,3,60.03
Loja 10,Calça Camuflada,P,3,46.59
Loja 2,Camiseta Mang Long,G,7,93.11
Loja 5,Shorts,P,1,83.53
Loja 3,Shorts Academia,G,7,71.07
Loja 6,Shorts Academia,G,8,86.32
Loja 8,Calça Camuflada,GG,3,22.9
Loja 2,Shorts,P,8,29.74
Loja 9,Pijama,GG,5,37.34
Loja 8,Shorts,G,10,75.99
Loja 2,Shorts,GG,6,80.29
Loja 10,Calça Fem,EGG,10,73.08
Loja 4,Moletom,EGG,4,92.15
Loja 10,Camiseta,EGG,2,53.55
Loja 1,Blazer,GG,8,58.47
Loja 4,Moletom,PP,4,11.57
Loja 6,Camiseta Mang Long,M,5,62.74
Loja 7,Legging,M,6,45.44
Loja 10,Moletom,GG,6,66.59
Loja 2,Blusa,P,6,45.28
Loja 10,Shorts Academia,G,10,10.46
Loja 8,Blazer,PP,4,64.45
Loja 6,Moletom,EGG,2,19.86
Loja 2,Legging,EGG,2,44.09
Loja 7,Vestido,P,6,20.55
Loja 1,Jaqueta,P,2,78.34
Loja 1,Camiseta,EGG,1,37.24
Loja 4,Camiseta Mang Long,PP,6,31.25
Loja 9,Bermuda,EGG,9,70.55
Loja 6,Bermuda,M,8,82.42
Loja 5,Shorts Academia,M,10,39.41
Loja 6,Calça Skini,M,1,50.22
Loja 6,Camiseta Mang Long,EGG,4,89.48
Loja 9,Shorts,P,3,92.52
Loja 7,Vestido,GG,1,84.61
Loja 7,Macacão,PP,8,60.03
Loja 4,Jaqueta,GG,7,99.91
Loja 2,Camiseta Mang Long,EGG,9,59.16
Loja 5,Legging,G,2,32.95
Loja 1,Pijama,PP,8,61.13
Loja 5,Regata,GG,5,58.05
Loja 2,Calça Camuflada,M,1,73.99
Loja 6,Pijama,PP,6,47.86
Loja 6,Shorts,P,2,64.14
Loja 5,Baby Look,GG,3,51.8
Loja 1,Calça Camuflada,GG,4,83.36
Loja 10,Shorts,M,4,99.04
Loja 6,Jaqueta,G,8,39.23
Loja 3,Regata,GG,4,90.19
Loja 9,Jaqueta,EGG,6,40.17
Loja 1,Blazer,PP,2,62.3
Loja 10,Macacão,P,9,58.8
Loja 1,Baby Look,GG,8,17.48
Loja 3,Regata,PP,10,39.13
Loja 9,Moletom,M,8,83.79
Loja 3,Calça Masc,GG,3,88.14
Loja 8,Vestido,PP,7,99.84
Loja 5,Calça Masc,P,1,61.91
Loja 10,Calça Camuflada,PP,1,43.0
Loja 3,Shorts Academia,PP,5,42.76
Loja 4,Shorts,EGG,4,60.72
Loja 9,Camiseta Mang Long,P,6,12.35
Loja 5,Regata,PP,8,34.11
Loja 3,Blazer,P,6,24.43
Loja 6,Bermuda,PP,1,65.38
Loja 9,Shorts,GG,2,79.04
Loja 2,Top,PP,10,20.91
Loja 10,Shorts,GG,8,52.86
Loja 3,Pijama,M,9,98.52
Loja 1,Macacão,M,5,56.61
Loja 4,Vestido,EGG,3,17.69
Loja 5,Shorts Academia,EGG,4,12.82
Loja 7,Calça Camuflada,G,9,27.94
Loja 2,Legging,PP,1,91.39
Loja 10,Shorts,EGG,1,85.53
Loja 2,Calça Skini,P,10,33.65
Loja 6,Pijama,P,10,36.61
Loja 4,Calça Skini,M,8,37.54
Loja 5,Blazer,P,1,78.36
Loja 3,Top,P,7,21.92
Loja 8,Bermuda,PP,8,25.76
Loja 6,Calça Skini,EGG,9,53.54
Loja 5,Legging,G,6,89.67
Loja 3,Jaqueta,M,7,74.44
Loja 2,Camiseta,PP,10,30.39
Loja 7,Calça Camuflada,M,9,39.98
Loja 6,Camiseta Mang Long,G,3,86.46
Loja 5,Macacão,M,1,99.7
Loja 5,Shorts Academia,EGG,5,39.21
Loja 9,Camiseta,G,2,94.81
Loja 8,Shorts Academia,EGG,3,85.03
Loja 8,Camiseta Mang Long,G,6,88.97
Loja 2,Camiseta Mang Long,GG,1,50.9
Loja 3,Baby Look,P,10,42.34
Loja 8,Jaqueta,GG,6,12.15
Loja 7,Camiseta,PP,3,93.54
Loja 1,Pijama,G,10,16.6
Loja 10,Moletom,GG,1,48.77
Loja 6,Calça Fem,GG,2,50.16
Loja 10,Calça Skini,PP,1,66.2
Loja 8,Moletom,GG,5,19.6
Loja 1,Camiseta,M,4,24.43
Loja 5,Legging,G,9,32.95
Loja 5,Camiseta Mang Long,PP,4,22.48
Loja 1,Calça Camuflada,P,5,88.14
Loja 4,Calça Masc,P,5,25.88
Loja 4,Top,GG,8,41.27
Loja 1,Macacão,M,6,50.27
Loja 1,Blusa,EGG,5,72.23
Loja 8,Camiseta,PP,2,23.35
Loja 5,Calça Fem,PP,4,76.47
Loja 8,Baby Look,M,10,60.34
Loja 2,Regata,P,7,29.24
Loja 2,Top,EGG,3,80.97
Loja 10,Top,G,9,64.68
Loja 8,Jaqueta,M,6,23.89
Loja 8,Calça Camuflada,EGG,3,50.62
Loja 3,Legging,GG,5,67.25
Loja 4,Top,G,5,85.84
Loja 9,Vestido,EGG,9,71.35
Loja 7,Calça Skini,P,10,36.36
Loja 4,Blazer,P,8,98.43
Loja 1,Baby Look,GG,3,29.74
Loja 4,Calça Masc,GG,6,36.95
Loja 10,Baby Look,G,8,31.47
Loja 9,Blusa,PP,5,82.78
Loja 2,Blazer,P,1,17.45
Loja 5,Bermuda,M,4,89.78
Loja 10,Calça Skini,GG,5,30.5
Loja 8,Shorts,GG,9,18.31
Loja 8,Moletom,P,6,65.62
Loja 3,Vestido,GG,1,87.42
Loja 5,Blusa,EGG,1,17.3
Loja 10,Calça Masc,PP,4,99.45
Loja 8,Legging,GG,4,93.51
Loja 5,Camiseta,EGG,1,82.38
Loja 9,Baby Look,P,8,80.58
Loja 6,Moletom,G,7,54.39
Loja 3,Calça Masc,P,4,70.13
Loja 6,Vestido,GG,10,28.09
Loja 7,Camiseta,G,10,77.41
Loja 9,Baby Look,EGG,3,57.65
Loja 3,Moletom,EGG,10,28.39
Loja 2,Macacão,GG,8,94.03
Loja 7,Moletom,EGG,4,77.39
Loja 8,Jaqueta,M,1,23.08
Loja 7,Calça Skini,G,2,42.84
Loja 2,Shorts,M,6,94.95
Loja 10,Shorts,P,1,33.69
Loja 10,Moletom,PP,5,15.06
Loja 7,Camiseta Mang Long,PP,9,29.48
Loja 7,Legging,G,10,64.0
Loja 2,Legging,P,1,45.82
Loja 3,Legging,M,3,52.57
Loja 3,Blazer,EGG,4,56.96
Loja 1,Regata,G,8,10.59
Loja 4,Shorts,GG,10,74.06
Loja 8,Moletom,M,5,41.2
Loja 4,Calça Skini,M,6,47.11
Loja 1,Bermuda,EGG,1,52.86
Loja 1,Vestido,M,1,61.96
Loja 9,Jaqueta,GG,1,25.66
Loja 10,Blusa,G,8,20.74
Loja 9,Calça Skini,P,9,76.37
Loja 5,Macacão,GG,6,88.97
Loja 8,Jaqueta,GG,1,19.86
Loja 6,Calça Masc,GG,4,94.29
Loja 1,Jaqueta,G,9,31.1
Loja 8,Jaqueta,G,7,81.94
Loja 4,Camiseta,P,6,62.31
Loja 4,Calça Masc,PP,6,27.04
Loja 1,Top,G,10,60.44
Loja 8,Moletom,P,8,24.09
Loja 6,Baby Look,GG,4,39.11
Loja 2,Pijama,EGG,4,17.15
Loja 9,Macacão,GG,4,99.44
Loja 1,Calça Fem,G,5,96.77
Loja 5,Vestido,M,8,98.57
Loja 3,Camiseta,EGG,3,36.59
Loja 9,Shorts Academia,GG,7,34.32
Loja 4,Shorts,M,6,96.59
Loja 9,Regata,EGG,8,74.44
Loja 6,Legging,PP,7,37.17
Loja 7,Calça Masc,EGG,7,79.16
Loja 6,Baby Look,GG,10,11.66
Loja 1,Pijama,GG,7,20.21
Loja 2,Calça Fem,P,4,44.46
Loja 10,Blazer,EGG,10,75.81
Loja 10,Regata,M,5,63.06
Loja 10,Vestido,P,4,36.82
Loja 7,Jaqueta,M,6,89.29
Loja 5,Moletom,M,6,80.77
Loja 6,Macacão,GG,10,14.67
Loja 8,Camiseta,EGG,3,47.22
Loja 8,Bermuda,GG,7,16.73
Loja 7,Top,PP,10,80.68
Loja 10,Top,G,3,17.25
Loja 5,Shorts Academia,P,2,64.82
Loja 4,Calça Masc,GG,5,66.62
Loja 10,Blusa,GG,2,50.38
Loja 1,Calça Skini,P,10,93.07
Loja 1,Shorts Academia,EGG,9,91.28
Loja 5,Bermuda,P,8,96.21
Loja 9,Moletom,M,7,42.75
Loja 7,Vestido,P,9,13.25
Loja 7,Macacão,GG,8,39.23
Loja 1,Camiseta,GG,6,42.17
Loja 5,Legging,GG,10,80.39
Loja 8,Shorts,P,8,78.95
Loja 3,Pijama,P,8,11.12
Loja 3,Camiseta Mang Long,PP,6,40.19
Loja 6,Macacão,EGG,3,39.39
Loja 7,Pijama,PP,6,88.34
Loja 6,Regata,G,3,34.59
Loja 8,Calça Masc,GG,5,71.26
Loja 1,Camiseta Mang Long,PP,1,24.4
Loja 6,Calça Camuflada,P,6,68.18
Loja 7,Camiseta,P,7,67.36
Loja 2,Legging,PP,5,35.03
Loja 9,Macacão,GG,9,84.53
Loja 3,Camiseta Mang Long,PP,10,66.83
Loja 4,Baby Look,EGG,5,62.99
Loja 7,Jaqueta,PP,6,90.79
Loja 1,Calça Camuflada,GG,6,84.58
Loja 10,Blusa,EGG,10,52.01
Loja 1,Camiseta,GG,1,23.71
Loja 9,Pijama,P,7,21.17
Loja 10,Blazer,P,5,59.15
Loja 7,Calça Skini,P,3,40.0
Loja 9,Vestido,EGG,7,71.67
Loja 4,Pijama,P,3,83.13
Loja 4,Shorts Academia,PP,9,42.18
Loja 6,Bermuda,G,9,48.88
Loja 5,Calça Camuflada,EGG,6,78.05
Loja 8,Bermuda,GG,2,32.22
Loja 2,Camiseta Mang Long,P,6,95.05
Loja 6,Blazer,M,4,22.57
Loja 9,Camiseta,P,2,29.1
Loja 10,Jaqueta,PP,6,62.76
Loja 5,Regata,M,8,92.86
Loja 4,Legging,G,5,10.31
Loja 3,Camiseta,EGG,6,40.88
Loja 5,Moletom,P,6,29.76
Loja 9,Blusa,PP,9,83.45
Loja 5,Calça Skini,P,3,22.07
Loja 5,Calça Camuflada,EGG,1,29.6
Loja 10,Camiseta,PP,9,50.17
Loja 9,Camiseta Mang Long,M,6,61.26
Loja 7,Baby Look,M,8,84.6
Loja 1,Camiseta,P,10,83.83
Loja 8,Moletom,GG,10,80.08
Loja 7,Calça Fem,EGG,5,44.89
Loja 3,Jaqueta,M,3,42.93
Loja 1,Calça Fem,M,8,38.4
Loja 4,Legging,PP,1,20.65
Loja 7,Blusa,PP,6,56.89
Loja 2,Top,EGG,5,15.5
Loja 2,Calça Skini,M,1,48.0
Loja 6,Calça Fem,PP,2,47.65
Loja 6,Calça Masc,PP,3,84.41
Loja 7,Pijama,PP,9,99.66
Loja 10,Baby Look,EGG,5,25.36
Loja 2,Macacão,GG,5,50.96
Loja 3,Camiseta,M,7,27.42
Loja 10,Camiseta Mang Long,P,4,33.6
Loja 8,Pijama,P,1,49.85
Loja 9,Bermuda,M,9,91.45
Loja 8,Calça Masc,EGG,8,77.95
Loja 6,Jaqueta,G,3,57.55
Loja 7,Shorts Academia,EGG,2,31.25
Loja 8,Calça Skini,G,7,60.93
Loja 4,Camiseta Mang Long,M,8,93.38
Loja 4,Macacão,GG,2,29.73
Loja 6,Baby Look,G,10,19.34
Loja 9,Calça Skini,P,8,61.64
Loja 7,Calça Masc,G,4,33.37
Loja 5,Calça Camuflada,EGG,2,47.62
Loja 1,Baby Look,GG,10,56.79
Loja 1,Calça Skini,P,10,92.17
Loja 6,Vestido,EGG,8,56.65
Loja 10,Regata,P,6,22.44
Loja 9,Camiseta Mang Long,GG,3,59.67
Loja 7,Jaqueta,G,9,34.19
Loja 9,Camiseta,PP,10,64.59
Loja 6,Blusa,EGG,6,65.34
Loja 3,Baby Look,EGG,1,96.35
Loja 5,Jaqueta,M,10,87.21
Loja 10,Pijama,EGG,10,26.92
Loja 3,Baby Look,G,2,29.48
Loja 7,Shorts Academia,P,7,85.03
Loja 9,Top,P,4,74.74
Loja 4,Vestido,EGG,8,33.55
Loja 3,Pijama,G,2,66.02
Loja 5,Macacão,PP,9,43.33
Loja 6,Shorts Academia,EGG,9,57.26
Loja 7,Calça Camuflada,PP,5,24.25
Loja 10,Camiseta Mang Long,EGG,9,59.61
Loja 10,Regata,G,3,99.24
Loja 10,Calça Camuflada,G,3,86.63
Loja 7,Blusa,PP,5,22.31
Loja 7,Legging,G,7,92.97
Loja 9,Camiseta Mang Long,EGG,6,75.28
Loja 3,Calça Camuflada,GG,1,84.66
Loja 2,Camiseta Mang Long,M,4,87.86
Loja 10,Blazer,P,9,59.97
Loja 9,Camiseta,GG,7,26.6
Loja 5,Calça Skini,PP,5,80.44
Loja 2,Shorts,M,6,24.74
